Week,DJI,DJV,S&P,FTSE,FTV,STI,STIV,SG/D,P/D,SGPRIME,UKPRIME,USPRIME,USINF,UKINF,SGINF,DJI_Forecast,DJV_Forecast,S&P_Forecast,FTSE_Forecast,FTV_Forecast,STI_Forecast,STIV_Forecast,SG/D_Forecast,P/D_Forecast,SGPRIME_Forecast,UKPRIME_Forecast,USPRIME_Forecast,USINF_Forecast,UKINF_Forecast,SGINF_Forecast
293,3343.2,102795.2,407.25,2636.1,875332.0,1511.41,162329.0,0.6148,1.8330000000000002,5.5,11.0,6.5,3.09,3.88,2.18,3345.629125547409,99620.65629882812,408.3661345243454,2634.326029396057,933884.8359375,1507.3897983169556,1507.3897983169556,0.6150543612208683,1.830655209619552,5.489708587527275,10.962760865688324,6.476243929937482,3.0825755937583743,3.863736801892519,3.863736801892519
294,3287.8,109230.6,402.26,2598.4,926271.0,1517.44,162329.0,0.6163,1.8559999999999999,5.5,11.0,6.5,3.09,3.88,2.18,3292.0472014427187,107978.5998779297,403.66974843502044,2595.903319978714,947097.544921875,1510.5406803512574,1510.5406803512574,0.6166968773235101,1.853030131984502,5.490861043334007,10.960034191608429,6.471403198316693,3.0898658943222834,3.862426071539521,3.862426071539521
295,3290.7,123447.8,403.83,2532.6,958837.0,1488.71,250817.0,0.6175,1.8805,5.5,11.0,6.5,3.09,3.88,2.18,3305.50113697052,119787.82661132813,406.26879961967467,2537.1258717536925,1007413.3671875,1485.0987224197388,1485.0987224197388,0.6186594439856709,1.8810721067427658,5.490921691060066,10.933509171009064,6.485645116306841,3.1036675713583826,3.8779564666282385,3.8779564666282385
296,3354.1,96353.0,412.88,2493.9,1127350.0,1491.21,207281.0,0.6182,1.906,5.5,11.0,6.5,3.16,3.74,2.49,3361.5322094917296,90522.19873046875,414.0012463378906,2494.2781853318215,1155872.0,1488.1664955234528,1488.1664955234528,0.6196949893811717,1.911926883779466,5.506245747208595,10.971116602420807,6.49095231294632,3.1733500127121808,3.7469255828857424,3.7469255828857424
297,3293.28,98506.0,410.28,2472.6,825800.0,1473.52,135519.0,0.6194,1.9305,5.5,11.0,6.0,3.16,3.74,2.49,3305.0471537399294,103486.27734375,411.3504799890518,2478.2745715141295,832008.9028320312,1480.5936808776855,1480.5936808776855,0.6209603796346113,1.939047343313694,5.489775195717812,10.984559714794159,5.973999531939626,3.16528055196628,3.7344377900101247,3.7344377900101247
298,3345.4,92390.0,417.1,2486.4,977909.0,1481.15,257860.0,0.6207,1.922,5.5,11.0,6.0,3.16,3.74,2.49,3350.618557357788,89303.5712890625,417.61670664548876,2494.852483177185,1019789.1015625,1481.9059182047845,1481.9059182047845,0.6216815342491493,1.9245180373340844,5.457007020711899,10.946782171726227,5.953050497919321,3.144578554518521,3.692606201171875,3.692606201171875
299,3277.6,98949.6,410.93,2387.9,974640.0,1436.9,193974.0,0.62,1.9065,5.25,11.0,6.0,3.16,3.74,2.49,3280.078553533554,98314.24276123047,410.9963584396243,2398.015170478821,970857.9445800781,1439.448970937729,1439.448970937729,0.6203172116703354,1.9031098193544895,5.201084107160568,10.941277146339417,5.952716086059809,3.1331070566922428,3.680778732299805,3.680778732299805
300,3379.2,96805.0,422.23,2423.2,1260477.0,1429.59,195653.0,0.6195,1.921,5.25,11.0,6.0,3.16,3.74,2.49,3375.7590221881865,88772.29638671875,422.45860290110113,2427.6863514900206,1262590.8315429688,1418.8394993209838,1418.8394993209838,0.6192608106932603,1.914562167044729,5.195052862167358,10.929180443286896,5.95846126973629,3.135513754412532,3.64324554592371,3.64324554592371
301,3365.1,85094.4,422.19,2392.8,954484.0,1442.03,158258.0,0.6207,1.9069999999999998,5.25,11.0,6.0,3.15,3.58,2.28,3366.681136584282,83568.9469970703,421.83934411644935,2395.2428296089174,898627.87109375,1445.0815158176422,1445.0815158176422,0.6214219259277918,1.9095296953972427,5.24228797852993,11.002095222473145,5.959199458360672,3.1396183470264076,3.5536976623535157,3.5536976623535157
302,3320.8,93317.1,417.78,2303.1,1130311.0,1366.23,158258.0,0.6213,1.93,5.25,11.0,6.0,3.15,3.58,2.28,3315.407378959656,89507.66005859376,417.40483915686605,2303.0942156374454,1143716.9326171875,1361.689424495697,1361.689424495697,0.6217038376791868,1.9296395864582154,5.232207790017128,10.985008656978607,5.965462744235992,3.1342708352953195,3.5411467346549035,3.5411467346549035
303,3307.06,76505.9,418.18,2363.5,901758.0,1312.11,284760.0,0.6211,1.9365,5.25,11.0,6.0,3.15,3.58,2.28,3311.666137752533,72704.79575195312,419.1487063097954,2367.720233440399,878088.916015625,1305.6120251274108,1305.6120251274108,0.6216817049532197,1.9374510744712317,5.221242696046829,10.969893991947174,5.96202078461647,3.1490766108967363,3.5547365955263377,3.5547365955263377
304,3246.8,94984.1,413.51,2285.0,1013017.0,1370.53,213330.0,0.625,1.9868,5.25,11.0,6.0,3.15,3.58,2.28,3246.7175354838373,90647.4779296875,413.78637553215026,2279.887742996216,1047697.421875,1362.0800841140747,1362.0800841140747,0.6255931432242505,1.9857385398803278,5.238304600119591,10.952431440353394,5.978058995679021,3.1453207573853432,3.549185257330537,3.549185257330537
305,3290.32,81154.4,417.98,2313.0,1013017.0,1365.14,152265.0,0.6276,2.0025,5.25,11.0,6.0,2.99,3.57,2.18,3300.665516204834,73290.98642578124,419.4901591348648,2316.5250277519226,1025302.369140625,1361.7019838237763,1361.7019838237763,0.6292370085068048,2.008371396046132,5.266461610794067,10.970919072628021,5.989741712808609,3.005220005065203,3.5815165710449217,3.5815165710449217
306,3271.4,71185.1,416.36,2327.5,1000623.0,1368.54,160897.0,0.6277,1.973,5.25,11.0,6.0,2.99,3.57,2.18,3289.6451095581056,75980.43837890626,418.61421023368837,2336.9185094833374,1054760.890625,1373.7463674926757,1373.7463674926757,0.629004270233959,1.974082498813048,5.267761439085007,10.9701988697052,6.006248577963561,3.0094203183054926,3.582065696530044,3.582065696530044
307,3319.22,117369.6,419.92,2378.3,1384712.0,1367.77,147352.0,0.6238,1.7855,5.25,11.0,6.0,2.99,3.57,2.18,3329.6597029876707,120418.45009765626,421.249407453537,2387.7285850524904,1425928.05078125,1371.0748105239868,1371.0748105239868,0.6247648189297877,1.7873341911491007,5.2330035120248795,10.963966965675354,6.006799846421927,3.0049770323187115,3.5768540573120116,3.5768540573120116
308,3278.7,105929.8,417.44,2580.5,2675318.0,1330.06,151036.0,0.624,1.713,5.0,10.0,6.0,2.99,3.57,2.18,3264.5264055252073,88786.977734375,415.97686904907226,2584.2585666179657,2639932.0859375,1325.3220511054992,1325.3220511054992,0.6233980682920665,1.705730604019016,4.928801879286766,9.998395442962646,6.013623057864606,2.9766185327991845,3.551214905157685,3.551214905157685
309,3271.7,107935.2,417.8,2553.0,1376197.0,1350.97,233318.0,0.6285,1.7775,5.0,10.0,6.0,2.99,3.57,2.18,3270.7173782110212,91881.467578125,415.9115658283234,2557.187355995178,1001677.71875,1365.7160403442383,1365.7160403442383,0.6275658970200456,1.7717453121766449,4.974750354886055,10.022716641426086,5.968037590384483,2.9678030626475813,3.4473876205086706,3.4473876205086706
310,3152.26,118798.8,404.25,2517.1,1289841.0,1331.67,128656.0,0.6275,1.712,5.0,10.0,6.0,3.2,3.55,2.49,3136.40057636261,103799.0578125,401.971745967865,2509.4768820762633,1074781.28125,1336.1383566093446,1336.1383566093446,0.6262154494738206,1.7067722516953945,5.059463456273079,9.99066299200058,5.943136636167765,3.214978445135057,3.4206470429897307,3.4206470429897307
311,3195.5,95150.2,409.37,2574.7,1043161.0,1333.85,165643.0,0.6209,1.7069999999999999,5.0,10.0,6.0,3.2,3.55,2.49,3173.742105484009,82062.6228515625,407.8547449064255,2560.937173080444,1006528.78515625,1316.3212505340575,1316.3212505340575,0.6205880129619967,1.701799629319459,4.9934374541044235,9.902306914329529,6.002825289731845,3.20080971949501,3.4465158462524412,3.4465158462524412
312,3187.1,150498.9,415.67,2645.7,1403522.0,1332.71,237177.0,0.6188,1.6075,5.0,9.0,6.0,3.2,3.55,2.49,3185.716067767143,156329.91318359374,416.95059148788454,2634.031709861755,1640431.75,1314.1232232666016,1314.1232232666016,0.618727764198219,1.5947648203745484,4.9736036360263824,8.906570851802826,6.010968833230436,3.1705660659819843,3.464196394383907,3.464196394383907
313,3251.4,120786.7,420.13,2650.4,1225505.0,1391.88,237177.0,0.6173,1.5719999999999998,5.0,9.0,6.0,3.2,3.55,2.49,3235.411830329895,99968.291796875,417.76460516929626,2645.456646823883,1138187.7265625,1390.6164317178727,1390.6164317178727,0.6173315426004817,1.5650616011843084,4.983897730708122,8.965986430644989,5.977283464744687,3.155960225313902,3.4205982267856596,3.4205982267856596
314,3223.04,108230.6,417.11,2691.7,1231693.0,1421.46,674421.0,0.6144,1.5395,5.0,9.0,6.0,3.05,3.02,2.48,3214.20046333313,102084.46865234376,416.3138088440895,2695.9854290008543,1198352.515625,1424.7971694087983,1424.7971694087983,0.6134677301539108,1.531221016354859,4.965832605957985,8.926538646221161,5.95840160548687,3.0074606269598005,2.859814379811287,2.859814379811287
315,3240.3,114878.1,422.2,2696.8,1302481.0,1441.86,1242155.0,0.6111,1.5145,5.0,9.0,6.0,3.05,3.02,2.48,3224.857619094849,103173.7484375,420.82837731838225,2687.798151779175,1198868.203125,1431.2260144805907,1431.2260144805907,0.6095709630953148,1.5069781708978116,4.977016672492027,8.905539274215698,5.944113377481699,3.0055929414927958,2.8861975860595703,2.8861975860595703
316,3207.4,101226.6,422.85,2704.0,1201872.0,1422.93,581619.0,0.6119,1.5255,5.0,8.0,6.0,3.05,3.02,2.48,3204.8645080566407,95667.07119140626,422.95468873381617,2704.955725967884,1162951.140625,1418.901905231476,1418.901905231476,0.6099685190530494,1.512871351569891,4.9572547525167465,7.949674069881439,5.963001906871796,3.007760576158762,2.9929148857295513,2.9929148857295513
317,3266.3,131034.9,429.19,2709.6,1110409.0,1419.79,592512.0,0.6127,1.53,5.0,8.0,6.0,3.05,3.02,2.48,3279.228405761719,128895.34604492187,430.7712360048294,2719.860973930359,1027676.96875,1429.168113746643,1429.168113746643,0.6122995788194705,1.5161685130745173,4.976150393486023,7.9288681745529175,5.944507870823145,3.0341580148786305,2.874165643453598,2.874165643453598
318,3286.26,88795.3,429.89,2764.1,1250527.0,1459.89,678010.0,0.612,1.5519999999999998,5.0,8.0,6.0,2.9,2.58,1.74,3291.4303982353213,79674.5412109375,430.1800488078594,2766.6963950157165,1261946.2392578125,1463.7852820301057,1463.7852820301057,0.6128622667519376,1.5510140945883466,4.999774396419525,7.920994937419891,5.963422998785973,2.880968154966831,2.466904910206795,2.466904910206795
319,3323.8,115822.3,435.65,2750.7,1335578.0,1446.74,326603.0,0.6103,1.5685,5.0,8.0,6.0,2.9,2.58,1.74,3331.791446018219,117935.10297851563,436.85290851593015,2753.2597856044767,1332904.9777832031,1448.0339636707306,1448.0339636707306,0.6104823177299229,1.5656344496589154,4.993006065487862,7.888318121433258,5.970995770767331,2.874295126274228,2.4776951614022256,2.4776951614022256
320,3255.2,110976.6,431.52,2732.8,1207706.0,1456.62,329816.0,0.6106,1.5745,5.0,8.0,6.0,2.9,2.58,1.74,3275.171839904785,115782.99013671876,434.25820185661314,2747.2162359237673,1213868.1606445312,1467.5388146591185,1467.5388146591185,0.6111155229591765,1.5719720247555524,4.986467286944389,7.968263804912567,5.982978373765945,2.915669362619519,2.578671340988949,2.578671340988949
321,3313.56,151432.4,439.03,2827.4,1553601.0,1486.06,384666.0,0.6113,1.5262,5.0,8.0,6.0,2.9,2.58,1.74,3325.0719953155517,152276.25778808593,441.0682478237152,2837.213077926636,1549536.3110351562,1489.646066007614,1489.646066007614,0.6116737460938282,1.5247101686324924,4.97963935136795,7.951547384262085,5.988189817406237,2.923217137902975,2.58674266833812,2.58674266833812
322,3321.1,65259.3,438.82,2832.5,1553601.0,1512.46,384666.0,0.6098,1.5119999999999998,5.0,8.0,6.0,2.9,2.58,1.74,3336.3862825393676,55424.7248046875,440.1825839948654,2846.8655948638916,1573398.28515625,1524.7830495452881,1524.7830495452881,0.6106851557504386,1.515039975883439,4.989123120903969,7.983041346073151,6.016166508197784,2.915150644816458,2.608552245348692,2.608552245348692
323,3305.16,99106.8,434.52,2826.0,1553601.0,1558.22,384666.0,0.6024,1.5405,5.0,8.0,6.0,3.26,1.7,2.56,3311.4201475715636,113171.9650390625,435.2153716278076,2829.461362361908,1503975.8984375,1562.9791943740845,1562.9791943740845,0.6020121134317946,1.537957276796922,4.982684031128883,7.991539895534515,6.001498699071817,3.2667397048696873,1.6610872268676757,1.6610872268676757
324,3263.56,150621.1,433.03,2745.3,1234525.0,1532.94,358429.0,0.603,1.5475,5.0,8.0,6.0,3.26,1.7,2.56,3253.4437099075317,155787.78701171876,432.6247715640068,2733.3614490509035,1122978.984375,1531.268214764595,1531.268214764595,0.6026378170326352,1.5508849407918752,4.978536441922188,7.9779834151268005,5.964576333761215,3.2627521327137945,1.6938949584029614,1.6938949584029614
325,3241.95,160820.3,433.37,2748.7,1106064.0,1578.16,320922.0,0.6038,1.5430000000000001,5.0,8.0,6.0,3.26,1.7,2.56,3231.1644021987913,153078.23115234374,433.2551978555322,2739.8002922058104,1114211.1396484375,1568.1215516662598,1568.1215516662598,0.6042566434363369,1.5415921574989335,4.987766817212105,7.931268632411957,5.963850453495979,3.2485766264051197,1.6966514587868005,1.6966514587868005
326,3291.39,173341.7,438.11,2832.5,1489135.0,1603.07,320922.0,0.6112,1.5125,5.0,7.0,6.0,3.26,1.7,2.56,3305.2054201507567,163871.6833984375,440.35861097335817,2838.6824383735657,1605248.0234375,1603.8528185558318,1603.8528185558318,0.6125247517636045,1.5127893182681873,4.996161162853241,6.898760259151459,5.981903374195099,3.2520960525050757,1.6779705051332712,1.6779705051332712
327,3373.79,140478.3,447.2,2873.8,1522120.0,1637.59,480432.0,0.6068,1.4355,5.0,7.0,6.0,3.25,1.83,2.26,3404.6547174835205,128365.02070312499,449.8106753349304,2896.154955673218,1558148.30859375,1659.2233045959472,1659.2233045959472,0.6079940335389227,1.4311464497372508,4.991066828370094,6.9545488357543945,5.9871779242530465,3.2391818445175886,1.7431465926766396,1.7431465926766396
328,3412.42,154728.5,446.23,2816.4,1343218.0,1625.9,464200.0,0.607,1.426,5.0,7.0,6.0,3.25,1.83,2.26,3413.7441517543793,156850.0,445.53591809749605,2825.652815246582,1284765.34765625,1640.3628219604493,1640.3628219604493,0.6065587782177608,1.421724488981068,4.972826614975929,6.9492281675338745,5.985823170281947,3.2204465568065643,1.705875473022461,1.705875473022461
329,3312.19,122393.7,433.3,2814.0,1258617.0,1616.56,535373.0,0.6088,1.4464,5.0,7.0,6.0,3.25,1.83,2.26,3301.3497480773926,117560.27275390625,432.1607236146927,2813.8264691233635,1175869.703125,1615.7032350873947,1615.7032350873947,0.6079400283761323,1.4407064851686358,4.9826580286026,6.956789791584015,5.959515303373337,3.225237490609288,1.7075260895490647,1.7075260895490647
330,3356.5,162656.4,440.87,2817.0,1094528.0,1677.64,701368.0,0.6097,1.4295,5.0,7.0,6.0,3.25,1.83,2.26,3354.8153895139694,161764.08640136718,441.35860508203507,2810.4144101142883,1081846.2578125,1663.4243465805055,1663.4243465805055,0.6091500449392945,1.423577241513878,4.982695952057838,6.983153462409973,5.964057609438896,3.2314494382590055,1.7851834091544152,1.7851834091544152
331,3404.04,119484.4,449.26,2918.6,1201795.0,1652.05,825028.0,0.6088,1.45,5.0,7.0,6.0,3.09,1.9,2.57,3410.2995386505127,109081.4888671875,450.18088651657104,2920.521938419342,1294260.59375,1649.4685917377471,1649.4685917377471,0.6094100208847784,1.4475803240668028,5.001251325011253,6.968347132205963,6.001307085040025,3.0850524517334996,1.9071435929276048,1.9071435929276048
332,3478.34,138585.6,456.33,2956.7,1310911.0,1667.96,904867.0,0.6062,1.4343,5.0,7.0,6.0,3.09,1.9,2.57,3497.1722048187257,149382.910546875,457.9335494804382,2963.5815999031065,1336851.59375,1678.1449660873413,1678.1449660873413,0.6063858990435721,1.4309612455900758,5.019431188702583,6.969797074794769,6.013498722575605,3.0903407263429834,1.8935747147537767,1.8935747147537767
333,3426.74,103478.8,448.31,2889.9,1192338.0,1662.63,587965.0,0.6077,1.452,5.0,7.0,6.0,3.09,1.9,2.57,3448.2116796875,108054.6857421875,450.4054260826111,2908.022518539429,1217250.734375,1679.3644646453859,1679.3644646453859,0.6074591474093497,1.4483204213418066,4.984160140156746,6.981619894504547,6.002225935459137,3.083280354887247,1.895011901948601,1.895011901948601
334,3445.38,143332.1,448.07,2860.6,1318142.0,1652.05,437795.0,0.6085,1.476,5.0,7.0,6.0,3.09,1.9,2.57,3455.7238415527345,152313.4603515625,449.81932622909545,2869.419846153259,1298450.5078125,1652.3711150467395,1652.3711150467395,0.608601670564618,1.4729892806839198,4.981762021780014,6.975747764110565,5.988123164512217,3.090707445084117,1.8674415588378905,1.8674415588378905
335,3435.11,128463.9,451.67,2878.7,1434484.0,1668.3,437795.0,0.6103,1.5130000000000001,5.0,7.0,6.0,3.09,1.9,2.57,3446.568507537842,124066.07578125,453.2112909984589,2881.753620815277,1445159.5732421875,1667.782964336872,1667.782964336872,0.6116748701894655,1.5163592677209528,5.005746483802795,6.98032420873642,5.979583352804184,3.0939695845916866,1.8979595183394848,1.8979595183394848
336,3397.02,177760.9,442.73,2822.1,1209516.0,1721.2,1349369.0,0.6158,1.5135,5.0,7.0,6.0,3.23,1.3,2.25,3413.7880053710937,181191.67734375,444.41813729286196,2826.5046988487243,1226586.353515625,1728.1758186340332,1728.1758186340332,0.6175000111984089,1.5199355875365437,5.0191714614629745,6.980230152606964,5.990854054689407,3.234623961634934,1.3123172756284476,1.3123172756284476
337,3455.65,115553.1,448.66,2842.1,1209516.0,1708.61,1349369.0,0.6144,1.5515,5.0,7.0,6.0,3.23,1.3,2.25,3471.627918624878,95549.457421875,450.4675740337372,2852.268162345886,1257116.859375,1713.574421749115,1713.574421749115,0.6151123432587832,1.5589870618991555,4.992661103606224,6.947190940380096,6.000793263257947,3.2290443087299354,1.3587051399052144,1.3587051399052144
338,3439.44,144450.9,443.63,2869.6,1167699.0,1770.06,1840851.0,0.6175,1.5415,5.0,7.0,6.0,3.23,1.3,2.25,3463.965199890137,155438.171484375,445.9592350769043,2877.496960735321,1183812.5439453125,1779.554119644165,1779.554119644165,0.6175640941652819,1.5391144542451949,4.991891905665398,6.9343918561935425,5.986977235414088,3.223280543014407,1.2855388645082713,1.2855388645082713
339,3413.5,157518.3,438.02,2797.3,1293942.0,1779.92,1840851.0,0.6182,1.5735,5.0,7.0,6.0,3.23,1.3,2.25,3436.959758758545,152357.0080078125,440.4303889465332,2805.353101539612,1346465.421875,1785.1180423927308,1785.1180423927308,0.6181549412859778,1.5691026524305343,4.992892742156982,6.930753588676453,6.008689388632774,3.2176275276765227,1.326226043701172,1.326226043701172
340,3449.1,121319.9,444.52,2796.5,1293942.0,1780.2,1059761.0,0.6205,1.5659999999999998,4.75,7.0,6.0,3.22,1.29,2.03,3473.941407775879,119519.4615234375,447.2748687458038,2807.467710494995,1301651.6342773438,1783.4867460250855,1783.4867460250855,0.6207031538169832,1.564529328033328,4.743239268660545,6.959293246269226,6.006197154056281,3.2151110291294756,1.3090834049135447,1.3090834049135447
341,3482.31,124017.9,444.8,2860.8,1317679.0,1828.58,1059761.0,0.6194,1.5319999999999998,4.75,7.0,6.0,3.22,1.29,2.03,3508.203705368042,135382.4263671875,447.31369881629945,2866.5885422706606,1358129.26171875,1831.9545551109313,1831.9545551109313,0.6205749131372198,1.5310875469520686,4.752582371234894,6.975359678268433,6.003897160058841,3.2346875847131016,1.2569599533081055,1.2569599533081055
342,3500.03,121475.8,447.57,2819.7,1295526.0,1876.61,1059761.0,0.6192,1.5419999999999998,4.75,7.0,6.0,3.22,1.29,2.03,3506.4650738525393,122878.03913574219,447.79602343559264,2820.6905813932417,1308561.267578125,1876.1789274966716,1876.1789274966716,0.6199241062121466,1.5411397216799667,4.73909555375576,6.979692876338959,6.0001932829472935,3.213461124133319,1.2756756208464504,1.2756756208464504
343,3540.16,114301.3,453.44,2846.9,1337703.0,1868.64,1885572.0,0.6223,1.5485,4.75,7.0,6.0,3.22,1.29,2.03,3548.8264876937865,117812.90327148438,454.4120826745033,2851.3102964401246,1324442.5908203125,1869.5581447625161,1869.5581447625161,0.6215864279774949,1.5400971728041768,4.7376052141189575,6.994284689426422,5.983896806836128,3.208855998031795,1.2666693115234375,1.2666693115234375
344,3553.45,80405.3,453.85,2863.0,1337703.0,1890.31,1885572.0,0.6248,1.5405,4.75,7.0,6.0,3.0,1.22,2.14,3574.619630050659,78338.27387695313,455.34901282787325,2874.026412963867,1338385.9013671875,1901.1957879638671,1901.1957879638671,0.6240248412454501,1.5382965720463544,4.741344586014748,6.982326865196228,5.997422963380814,2.9833688717335463,1.2364299011230468,1.2364299011230468
345,3511.93,92838.4,445.78,2866.9,1155773.0,1864.51,1885572.0,0.6211,1.5155,4.75,7.0,6.0,3.0,1.22,2.14,3537.424222640991,96175.542578125,447.8574276256561,2881.3442615509034,1165527.287109375,1868.5113909339905,1868.5113909339905,0.6204706664536148,1.5087585787028075,4.727780058979988,6.956493556499481,5.997795030474663,2.985741760581732,1.2142157743498683,1.2142157743498683
346,3511.65,108406.2,447.43,2883.0,1184919.0,1811.66,1175589.0,0.6184,1.5015,4.75,7.0,6.0,3.0,1.22,2.14,3525.282323265076,103687.326953125,449.0944186973572,2886.6468353271484,1193138.58984375,1804.4767934417725,1804.4767934417725,0.6178643876561895,1.4933279768899084,4.72159518301487,6.94784551858902,6.005912392865866,2.9970004686620086,1.2008584209531545,1.2008584209531545
347,3466.81,118220.7,443.19,2900.7,1239104.0,1791.11,867985.0,0.6134,1.4725,4.75,7.0,6.0,3.0,1.22,2.14,3478.276830253601,115164.97197265625,445.0490061664581,2897.580847930908,1251289.341796875,1783.411682472229,1783.411682472229,0.6135711491931928,1.463961002267897,4.734911009669304,6.960832357406616,5.999752894043922,3.0064936242997646,1.1785391990840435,1.1785391990840435
348,3516.08,103514.3,450.53,2900.0,1015822.0,1802.78,931009.0,0.6156,1.4915,4.75,7.0,6.0,3.0,1.22,2.14,3519.4105008411407,94375.1251953125,451.40736058235166,2890.866865158081,1022659.1157226562,1791.7514632034301,1791.7514632034301,0.6165207616676577,1.491098225695081,4.748394250869751,6.960754215717316,6.004952237010002,3.0015962718753144,1.1681311812996864,1.1681311812996864
349,3475.67,84458.2,442.83,2848.3,1104305.0,1802.49,579543.0,0.6167,1.4925,4.75,7.0,6.0,2.78,1.37,2.13,3483.738581581116,80125.90166015625,443.6509635019302,2849.106899905205,1120254.1669921875,1802.2049745821953,1802.2049745821953,0.6171592757322826,1.4917819600156508,4.756948933005333,6.97504198551178,5.989053905941546,2.779833168403711,1.33507415920496,1.33507415920496
350,3542.55,117931.4,450.08,2832.3,1190402.0,1775.11,500052.0,0.6158,1.5025,4.75,7.0,6.0,2.78,1.37,2.13,3553.2211616516115,118506.93826904296,451.72825510978697,2834.9813690662386,1204414.9560546875,1766.3948110198974,1766.3948110198974,0.616286455304781,1.4985160846821963,4.748034089803696,6.96988308429718,5.991334497928619,2.7829070042073725,1.334738465845585,1.334738465845585
351,3555.4,124849.8,447.18,2814.1,1564737.0,1805.67,438575.0,0.6186,1.515,4.75,7.0,6.0,2.78,1.37,2.13,3569.0460247039796,121907.85395507813,448.875912361145,2821.0514598846435,1610125.87109375,1807.1078114938737,1807.1078114938737,0.6195514426928945,1.5140744554670527,4.7392570823431015,6.987975180149078,5.986912460066378,2.78916410703212,1.367140312101692,1.367140312101692
352,3553.45,122503.8,447.19,2884.2,1344888.0,1794.21,806462.0,0.6201,1.495,4.75,7.0,6.0,2.78,1.37,2.13,3573.6437084197996,116685.03486328125,449.3710257434845,2896.0152503967283,1319613.94921875,1804.8793286895752,1804.8793286895752,0.6214703049626201,1.5020307874120773,4.748629167675972,7.010204434394836,5.9896924793720245,2.796878055408597,1.3957198326289655,1.3957198326289655
353,3552.05,120695.0,448.54,2941.3,1469536.0,1859.08,591844.0,0.6186,1.4995,4.75,7.0,6.0,2.77,1.73,2.23,3569.55150680542,113500.8837890625,449.8862841510773,2955.871517944336,1478605.9833984375,1871.7513008880615,1871.7513008880615,0.6193901708595455,1.5052922420091928,4.743630349636078,6.974977731704712,6.00432263314724,2.7802202836424112,1.749549559801817,1.749549559801817
354,3583.35,107160.9,450.46,3006.1,1410478.0,1901.1,591844.0,0.6214,1.4705,4.75,7.0,6.0,2.77,1.73,2.23,3601.572728729248,112573.6783203125,452.0373091316223,3017.80837020874,1394103.32421875,1914.6199756622314,1914.6199756622314,0.6220337290396913,1.471390235765837,4.772360607981682,6.9942246079444885,6.022273538634181,2.789019650295377,1.7440125276520848,1.7440125276520848
355,3604.86,126459.0,456.04,3073.6,1516723.0,1951.4,636546.0,0.6229,1.5165,4.75,7.0,6.0,2.77,1.73,2.23,3618.948338851929,135824.716796875,457.6234485292435,3081.257114982605,1558200.49609375,1960.2655157089234,1960.2655157089234,0.6229238430093305,1.5119110579565167,4.76345582306385,7.0000810623168945,6.036182194948196,2.7787879234924913,1.7308388519054279,1.7308388519054279
356,3652.09,142436.3,460.13,3079.2,1335519.0,1976.09,1114200.0,0.6217,1.4805,4.75,7.0,6.0,2.77,1.73,2.23,3675.4978960418703,153750.53828125,462.39784682273864,3092.337891769409,1341041.8852539062,1995.0328024291991,1995.0328024291991,0.6221240094567649,1.4812097900961525,4.789351060986519,7.0108842849731445,6.025287417694926,2.789412549212575,1.7685332107543945,1.7685332107543945
357,3645.1,105145.8,463.15,3085.0,1335519.0,2012.78,1592816.0,0.6229,1.504,4.75,7.0,6.0,2.69,1.79,2.13,3662.9037586212157,105133.55211906433,464.8849451780319,3099.9646310806274,1380699.7109375,2027.8483727264404,2027.8483727264404,0.6224863648946397,1.5008320238403976,4.748468309640884,6.985836684703827,6.0221106093376875,2.691367519958876,1.8123628990352154,1.8123628990352154
358,3588.93,82619.7,456.65,3035.4,1175279.0,2028.96,1816850.0,0.624,1.5415,4.75,7.0,6.0,2.69,1.79,2.13,3617.0468975830076,87420.881640625,459.23826732635496,3054.608263397217,1217816.44921875,2040.55450340271,2040.55450340271,0.6234094665744342,1.5381706421691925,4.7385765463113785,6.951059699058533,6.007314189802855,2.6813007421419024,1.786203613234684,1.786203613234684
359,3633.65,108001.0,461.6,2989.4,1311895.0,2001.35,1956090.0,0.6258,1.545,4.75,7.0,6.0,2.69,1.79,2.13,3653.9628623962403,111595.36059570312,463.9558216094971,2995.3549078941346,1354992.57421875,1997.5160585403441,1997.5160585403441,0.6250298461147584,1.5385707510448992,4.732525110244751,6.951953113079071,5.9871954480186105,2.670512486770749,1.7685945899784565,1.7685945899784565
360,3547.02,145980.4,456.2,3007.5,1323021.0,1969.97,2002320.0,0.6276,1.5178,4.75,7.0,6.0,2.69,1.79,2.13,3565.492812652588,143244.28818359374,457.8376540660858,3013.554100036621,1355984.2734375,1969.1283542227745,1969.1283542227745,0.6279263747494203,1.5162914710512385,4.732025250792503,6.961769938468933,6.001594453933649,2.6790796644613146,1.8052856828644872,1.8052856828644872
361,3566.3,105861.6,460.11,3030.1,1182188.0,1989.28,1565320.0,0.6301,1.5112,4.75,7.0,6.0,2.69,1.79,2.13,3589.3615959167482,89840.2630859375,462.1797205066681,3036.7510462760924,1228383.48046875,1987.971309928894,1987.971309928894,0.6308974358741194,1.5122530669242145,4.737810850143433,6.952240467071533,6.019282296299934,2.687669160598889,1.8080170051753521,1.8080170051753521
