Week,DJI,DJV,S&P,FTSE,FTV,STI,STIV,SG/D,P/D,SGPRIME,UKPRIME,USPRIME,USINF,UKINF,SGINF,DJI_Forecast,DJV_Forecast,S&P_Forecast,FTSE_Forecast,FTV_Forecast,STI_Forecast,STIV_Forecast,SG/D_Forecast,P/D_Forecast,SGPRIME_Forecast,UKPRIME_Forecast,USPRIME_Forecast,USINF_Forecast,UKINF_Forecast,SGINF_Forecast
506,5603.65,112213.2,656.06,3765.8,1488971.0,2230.42,362716.0,0.7074,1.5525,6.0,6.75,8.25,2.95,2.21,1.33,5711.354802627564,157149.4224609375,673.0759731769562,3718.5901580810546,1567973.158203125,2280.06359916687,448484.28125,0.7083213265635073,1.5693482634723188,5.98574435710907,6.7400259375572205,8.240940317511559,2.9690207324922087,2.203919944856316,1.2317016124725342
507,5376.88,237617.3,634.07,3658.2,1479172.0,2204.03,515505.0,0.7049,1.5455,6.0,6.75,8.25,2.95,2.21,1.33,5608.828314685821,116053.36552734375,657.1580939865112,3764.77433924675,1537991.8828125,2220.2430447769166,371284.96875,0.7076369915600866,1.5523820334440097,5.964710772037506,6.686265587806702,8.2565286452882,2.9553248615004124,2.170131835192442,1.1988773345947266
508,5354.69,197717.7,626.65,3668.8,1275677.0,2137.13,456523.0,0.7055,1.5523,6.0,6.75,8.25,2.95,2.21,1.33,5362.119866256714,207523.758984375,633.6652801108361,3642.0958873748777,1456118.197265625,2172.4417755889895,526664.5,0.7056916068425402,1.546578995061107,6.00631183385849,6.686417043209076,8.274660734459758,2.976027236133814,2.237653122320771,1.2740155458450317
509,5528.91,148648.8,639.95,3703.2,1473277.0,2111.76,420485.0,0.7072,1.5561,6.0,6.75,8.25,2.95,2.21,1.33,5354.501067447066,180282.112109375,627.4667011141777,3651.8574913024904,1287961.279296875,2118.1597870635987,488473.0625,0.7066846281122416,1.5547017270188779,6.026774853467941,6.685356855392456,8.276201887056231,2.9939918860793115,2.192878874987364,1.3791884183883667
510,5718.67,152461.3,664.16,3811.1,1688623.0,2134.51,382678.0,0.7057,1.5431,6.0,6.75,8.25,2.88,2.13,1.42,5540.588446769714,148026.21394042968,641.0101202249527,3700.610135746002,1508859.38671875,2114.3348109817507,446930.25,0.7086541962882504,1.5616042617022992,6.008261129260063,6.722383677959442,8.261871724389493,2.9770502623170616,2.1836236575990915,1.436063289642334
511,5666.88,159748.1,662.05,3830.3,1192160.0,2097.5,382678.0,0.7077,1.5493,6.0,6.75,8.25,2.88,2.13,1.42,5724.500875396729,165047.89765625,664.0644704809785,3823.5372749328612,1651669.19921875,2155.1624047851565,448470.15625,0.7056891211746217,1.5407157122291624,5.985512271523476,6.787778377532959,8.244988098740578,2.8813056938769295,2.144710998162627,1.41593337059021
512,5689.82,128356.4,665.07,3872.1,1306820.0,2155.6,654656.0,0.7081,1.5508,6.0,6.75,8.25,2.88,2.13,1.42,5680.041083221436,163910.5228515625,663.5343171834945,3852.4225357055666,1198583.7602539062,2112.18846988678,379275.03125,0.7069587689193897,1.5437654782302677,5.967392385005951,6.75291633605957,8.236388416029513,2.8975634175539016,2.134563140682876,1.3243449926376343
513,5712.38,126366.8,664.81,3918.7,1306820.0,2159.88,388344.0,0.7112,1.5595,6.0,6.75,8.25,2.88,2.13,1.42,5711.687357254028,133215.2828125,667.6452651691437,3891.5854640960692,1340727.77734375,2165.7272382736205,622134.8125,0.7072515940055251,1.5434394573412835,5.9674636125564575,6.719524085521698,8.24834212672431,2.8924167818576096,2.1237824248336254,1.3628504276275635
514,5656.9,106037.9,655.61,3872.7,1356124.0,2094.48,365033.0,0.7105,1.5673,6.0,6.75,8.25,3.0,2.12,1.52,5730.709755783081,135016.56953125,667.3381269550323,3926.379170131683,1369262.55078125,2165.27305973053,489737.09375,0.7112197896715691,1.5525801237933339,5.999681189656258,6.726288616657257,8.276452852413058,2.9034437249600886,2.134952812101692,1.449796438217163
515,5754.92,137057.9,667.28,3905.6,1361759.0,2102.96,370402.0,0.7097,1.5551,6.0,6.75,8.25,3.0,2.12,1.52,5661.63874092102,114196.29697265624,656.61246489048,3871.378814291954,1308267.3046875,2091.544882040024,379409.71875,0.7107438120573061,1.5676295323404017,5.983256831765175,6.731917500495911,8.256566404830664,3.027037125080824,2.1191405486944133,1.4600712060928345
516,5877.36,170919.7,681.47,3955.7,1451874.0,2182.31,578736.0,0.7102,1.5616,6.0,6.75,8.25,3.0,2.12,1.52,5757.803822202683,132455.84921875,667.4093772011995,3907.9317325115203,1361278.647491455,2107.060549221039,422461.125,0.7106114687563851,1.5580621119610965,6.001938045024872,6.744196116924286,8.259178698062897,3.0216048564761877,2.1350367738679052,1.5346343517303467
517,5877.36,189373.3,685.83,3935.7,1565461.0,2165.19,440451.0,0.7099,1.5613,6.0,6.75,8.25,3.0,2.12,1.52,5892.988776550293,164938.448046875,682.5665211391449,3971.4000284194944,1479856.59765625,2204.1172719573974,636345.875,0.7110605110924691,1.5664363897949458,6.013718828558922,6.7700865268707275,8.25352968252264,3.010385655798018,2.154576416015625,1.5810027122497559
518,5933.97,163334.4,694.01,4015.1,1580188.0,2162.89,347435.0,0.7092,1.5653,6.0,6.75,8.25,2.99,2.67,1.42,5912.265578613281,189784.24567871093,689.5576854515076,3965.50185508728,1611487.12109375,2190.406974258423,459262.625,0.7101433400368318,1.5627600969152524,5.97703343629837,6.751682281494141,8.247857615351677,3.023285038769245,2.1297486497834326,1.516965627670288
519,5930.62,173160.4,696.74,4009.3,1588198.0,2135.46,377086.0,0.7095,1.5655,6.0,6.75,8.25,2.99,2.67,1.42,5963.981449813843,174270.3873046875,696.7044975852966,4041.3386150360107,1617893.2578125,2187.4559084320067,367474.40625,0.7098253076717258,1.5676764837533235,5.99168686568737,6.752591013908386,8.259059369564056,3.0168307868391278,2.663675804231316,1.492634892463684
520,6020.81,150257.9,704.41,4024.4,1801845.0,2071.26,336119.0,0.7075,1.5845,6.0,6.75,8.25,2.99,2.67,1.42,5940.1850215148925,173813.63693847656,697.4853252673149,4019.6583002090456,1599253.5859375,2142.084701023102,399105.6875,0.7100791201256216,1.569383929690346,5.995549842715263,6.761479496955872,8.263442187570035,3.008890017643571,2.6683333587879314,1.4548782110214233
521,6036.46,183147.0,707.27,4028.4,1594306.0,2046.45,641783.0,0.7062,1.5975,6.0,6.75,8.25,2.99,2.67,1.42,6028.708527622223,158883.6353515625,704.9122259354591,4031.6924761772157,1775336.4921875,2078.2915828323366,322928.25,0.7080249732639641,1.588917781252414,5.990959167480469,6.769144535064697,8.254607498645782,3.006684290021658,2.658700484856963,1.405405044555664
522,5993.23,153363.4,700.9,3963.9,1560002.0,2084.02,440961.0,0.71,1.6327,6.0,7.0,8.25,2.99,2.67,1.42,6043.465018234253,173154.5478515625,707.88267131567,4037.9615882873536,1601689.21875,2052.5251886367796,575993.125,0.7067370208527893,1.6019677900150417,5.988127872347832,6.73308140039444,8.242132037878036,3.004077234081924,2.67860099773854,1.388401985168457
523,6177.71,197949.1,724.59,3935.7,1633511.0,2080.45,440804.0,0.7097,1.6415,6.0,7.0,8.25,3.26,2.74,1.51,6009.358587722778,153995.77939453124,703.2722577095032,3974.754747772217,1601741.40625,2083.008823413849,456008.1875,0.7106996138836257,1.6355084386140109,5.984493255615234,6.975286543369293,8.244872212409973,3.0138317735493185,2.6914378349483012,1.386745810508728
524,6274.24,188694.1,731.13,3926.9,1801477.0,2146.48,440804.0,0.7136,1.6604,6.0,7.0,8.25,3.26,2.74,1.51,6199.947457275391,200699.31630859376,726.8478802108765,3950.8260328292845,1755173.5546875,2101.0399658203123,453202.40625,0.7110847250957042,1.6471782732717692,5.985145255923271,7.0282062292099,8.253884121542796,3.2810998896509407,2.7816160598397257,1.562077522277832
525,6430.02,196557.9,743.95,3962.8,1923005.0,2194.28,755907.0,0.7133,1.6812,6.0,7.0,8.25,3.26,2.74,1.51,6300.618444671631,198850.3099609375,733.2627550411224,3948.0635265350343,1855487.59765625,2171.287382583618,483454.40625,0.7149083211379126,1.6687270501345397,5.990208521485329,7.048676371574402,8.244238019455224,3.272518444098532,2.7882425689697268,1.5752193927764893
526,6499.34,183162.6,755.0,4049.2,1818641.0,2220.36,823543.0,0.7136,1.6769999999999998,6.0,7.0,8.25,3.26,2.74,1.51,6462.788047332764,203315.72763671874,746.3568131446839,3995.2516181945803,1962570.43359375,2228.0370571899416,705661.8125,0.7141319004555233,1.6901198928326369,5.978488087654114,7.021001935005188,8.227746279910207,3.2601613694330442,2.7661043552309277,1.4937562942504883
527,6422.94,126729.0,745.1,4045.2,1413468.0,2194.36,610579.0,0.713,1.6436,6.0,7.0,8.25,3.32,2.46,1.99,6527.861709442139,197085.574609375,757.3658616542816,4077.2977458953856,1854204.69140625,2250.4876741027833,817607.0625,0.7135003523553256,1.6772648076042531,5.97916042804718,7.003066897392273,8.25183936941903,3.2707285482808945,2.770364036560059,1.4884263277053833
528,6402.52,202711.4,740.73,3982.5,2047916.0,2192.45,541184.0,0.7151,1.6528,6.0,7.0,8.25,3.32,2.46,1.99,6430.952658119201,140379.8798828125,746.6292115211487,4053.173612785339,1464100.55078125,2190.992670879364,616711.25,0.7120838760277256,1.635006406275928,5.940912202000618,6.941470503807068,8.247923642396927,3.3236949692294,2.415121614038944,1.554520606994629
529,6346.77,209607.1,731.54,4018.2,1724724.0,2195.78,336105.0,0.7143,1.6747,6.0,7.0,8.25,3.32,2.46,1.99,6410.442835350037,192776.1255859375,742.3141562747956,3980.9757645130157,1996797.64453125,2183.2776634216307,586761.75,0.715213226196845,1.6467345568418503,5.98660184442997,6.974864065647125,8.243570656049997,3.332160012498498,2.4732112503051757,1.8344995975494385
530,6522.85,154225.1,751.03,4092.5,1724724.0,2187.14,336105.0,0.7156,1.6727,6.0,7.0,8.25,3.32,2.46,1.99,6354.212967891694,200797.086328125,733.002984085083,4011.8730642318724,1718284.8149414062,2193.1521346855166,450088.15625,0.7154689392849803,1.6764529667820782,6.030500218272209,6.969852149486542,8.249365389347076,3.345453709065914,2.4641776658035814,2.033734083175659
531,6448.27,100119.6,740.74,4118.5,1724724.0,2216.79,336105.0,0.7145,1.7125,6.0,7.0,8.25,3.04,2.8,1.98,6541.285108184815,163389.0072265625,752.223198800087,4103.9556493759155,1742145.07421875,2206.3037382507323,379285.90625,0.7171847721369937,1.6809305045798422,6.015244260430336,6.987047016620636,8.2566669578664,3.347512427419424,2.4571088408492505,2.0384232997894287
532,6549.48,237089.6,748.41,4087.5,1724724.0,2243.26,336105.0,0.7116,1.6880000000000002,6.0,7.0,8.25,3.04,2.8,1.98,6461.356483955384,119712.558984375,742.8191943073273,4127.981726646423,1755153.85546875,2215.7783521795272,346168.53125,0.7143189609614201,1.7056585770100354,6.001887753605843,6.957336187362671,8.261847316287458,3.042115837065503,2.7749204628169535,1.8757368326187134
533,6726.88,209291.7,767.2,4158.9,2282255.0,2221.15,862152.0,0.7117,1.6845,6.0,7.0,8.25,3.04,2.8,1.98,6554.7828488159175,222604.406640625,749.5796113348007,4104.628616333008,1777727.15234375,2251.117559680939,371752.5625,0.7119962304908782,1.6855152330007406,5.990681633353233,7.006699562072754,8.254911974072456,3.052337062507868,2.850570297986269,1.9082485437393188
534,6850.03,226503.1,786.23,4219.1,2269487.0,2240.01,1622917.0,0.71,1.6353,6.0,7.0,8.25,3.04,2.8,1.98,6759.069987182617,207834.45134277345,769.9231757640839,4185.721304321289,2304156.45703125,2255.0258087158204,773691.5,0.7123570825353265,1.6921961112208666,5.990810081362724,7.019297957420349,8.26256579067558,3.0475425966642797,2.8346107482910154,2.002380132675171
535,6740.74,250680.1,772.5,4207.5,1935176.0,2220.12,1346078.0,0.7107,1.62,6.0,7.0,8.25,3.04,2.8,1.98,6884.49382522583,214706.2728515625,788.1804252672196,4257.887097930909,2279057.435546875,2279.8195855712893,1453418.0,0.7093929485790431,1.6413740751214325,5.956943914294243,7.008149027824402,8.2364920983091,3.0201066387444735,2.8079509736970065,1.9652122259140015
536,6746.9,200916.3,778.28,4281.5,1810246.0,2195.78,1060204.0,0.7075,1.6403,6.0,7.0,8.25,3.03,2.72,1.59,6755.603607406616,241603.8099609375,773.8513171672821,4225.530044555664,1893057.828125,2225.5831180763244,1304559.125,0.709753712002933,1.6143980458192528,5.967612475156784,6.987638175487518,8.236340017057955,3.038907283646986,2.7835075382143257,1.9179694652557373
537,6961.63,211850.6,802.77,4304.3,2193054.0,2224.64,1060204.0,0.7051,1.6305,6.0,7.0,8.25,3.03,2.72,1.59,6764.92841758728,208400.98896484374,780.4461727428436,4280.028532862663,1854224.0390625,2191.364854602814,1074001.125,0.7072025555348955,1.6310160308212043,5.99435655772686,6.956207573413849,8.239776447415352,3.0325571899022905,2.6510867339372637,1.8485151529312134
538,7020.13,156760.0,812.49,4357.4,2057185.0,2246.99,2356639.0,0.7005,1.6153,6.0,7.0,8.25,3.03,2.72,1.59,6975.324793701172,219893.183984375,803.8010173034668,4308.412644195557,2215802.265625,2236.981703414917,1102137.0,0.70536250036899,1.6270829197317362,6.000127628445625,7.001458048820496,8.256119966041297,3.023144506588578,2.7032052234560253,1.8049668073654175
539,6983.18,198944.6,805.68,4329.3,2078022.0,2216.07,2431562.0,0.7006,1.6340000000000001,6.0,7.0,8.25,3.03,2.72,1.59,7030.673836593628,163364.884765625,812.3041575753689,4375.8398746490475,2019094.90234375,2264.993177642822,2061683.375,0.6984227986186743,1.61254767007865,5.943260550498962,6.975946485996246,8.230247482657433,2.9799550871551035,2.704074402600527,1.5035573244094849
540,6945.85,231441.4,801.99,4360.1,1869229.0,2192.53,1740316.0,0.7005,1.6143,6.0,7.0,8.25,2.76,2.57,1.6,7007.548644714356,190745.709375,807.7647413539886,4351.89506225586,2043007.37109375,2223.3681119155885,2183682.5,0.6990409939497709,1.6290509471818806,5.946092963218689,6.957281708717346,8.222485499456525,3.003148588091135,2.71879474635236,1.448365330696106
541,7039.37,190063.6,804.26,4422.5,2093801.0,2177.39,1109860.0,0.6976,1.5985,6.0,7.0,8.25,2.76,2.57,1.6,6968.431981658936,220914.7388671875,804.9713377857208,4365.134634590149,1928886.97265625,2182.051879196167,1712004.125,0.7007999618882313,1.6049647317111493,5.992998316884041,6.9316354393959045,8.259349450469017,2.7732747665047643,2.5557151033356784,1.5308356285095215
542,6877.68,227809.4,785.77,4332.2,2110165.0,2120.56,931191.0,0.6943,1.598,6.0,7.0,8.25,2.76,2.57,1.6,7069.996407623291,192459.63686523438,807.8712475395203,4427.911700248718,2131209.1328125,2181.194724216461,1159719.625,0.6987999648995697,1.5955098258927465,5.993824288249016,6.950958430767059,8.266610860824585,2.7945191210508344,2.531746025830507,1.6394931077957153
543,6880.7,265866.2,790.5,4301.5,2262737.0,2111.6,750530.0,0.6898,1.6291,6.0,7.0,8.5,2.76,2.57,1.6,6887.978169136048,213901.1021484375,788.2257812213898,4328.803870153427,2080078.54296875,2106.109783706665,916450.5625,0.6945462720149197,1.594666373917833,5.978246688842773,6.948742151260376,8.25044539567898,2.786712032034993,2.544239349365234,1.5849794149398804
544,6517.01,213873.0,750.11,4236.6,2262737.0,2089.81,750530.0,0.6942,1.6440000000000001,6.0,7.0,8.5,2.5,2.42,1.88,6884.8668176651,252827.2654296875,791.2240708470345,4294.859738349915,2198630.8984375,2104.9949737548827,767110.375,0.6914266215825453,1.6377714094504714,6.029222592711449,6.982949912548065,8.492152065038681,2.7896996030956505,2.5862921901792286,1.5919790267944336
545,6563.84,227356.6,760.6,4292.3,1735229.0,2103.2,680374.0,0.6934,1.62,6.0,7.0,8.5,2.5,2.42,1.88,6525.80548740387,195280.853515625,752.2578805541992,4221.252332305909,2237175.640625,2054.9601235961914,712290.5625,0.6961154973560945,1.6534716455787422,6.023257061839104,6.897897779941559,8.519250899553299,2.5402341037988663,2.428122253231704,1.5780891180038452
546,6679.87,255700.1,763.53,4294.6,1640282.0,2040.19,699128.0,0.6942,1.6248,6.0,7.0,8.5,2.5,2.42,1.88,6561.717185821533,215716.914453125,760.8143424153328,4280.983361053467,1814618.0390625,2085.6251861572264,709037.9375,0.6947019201578573,1.6195647484902294,6.021602362394333,6.922880470752716,8.52726030163467,2.538056343793869,2.4404959865659475,1.751611351966858
547,6812.72,256436.5,773.64,4387.7,1531636.0,2034.8,699128.0,0.6925,1.6230000000000002,6.0,7.0,8.5,2.5,2.42,1.88,6679.864011807721,247807.9291015625,764.2928677487373,4282.809678649903,1710710.2734375,2033.8168267631531,763671.4375,0.6944532348735258,1.6165648453265429,6.024383515119553,6.97201669216156,8.526978252455592,2.521953681483865,2.419055671680253,1.9594526290893555
548,7008.99,257364.4,801.34,4436.0,1815830.0,2004.26,498803.0,0.6909,1.6245,6.0,7.0,8.5,2.5,2.42,1.88,6838.954373092652,257271.82293701172,776.7284697437286,4405.075963211059,1676338.328125,2051.3770282745363,700205.9375,0.6922774061484961,1.6152636589035394,5.982634708285332,6.981480121612549,8.505032449960709,2.4976600254885852,2.3946744148433208,1.8435200452804565
549,7085.65,260652.1,815.62,4537.5,1815830.0,2068.13,498803.0,0.6917,1.6135,6.0,7.25,8.5,2.23,2.62,1.59,7038.512346496582,266326.7466796875,803.8425472640992,4462.62806892395,1862722.40625,2036.257579574585,523194.9375,0.6914035377689637,1.6246511570881121,5.980585798621178,7.022548317909241,8.492078319191933,2.5017873536562547,2.4084227756410836,1.8975752592086792
550,7286.16,257549.4,836.04,4686.9,2374766.0,2098.26,688547.0,0.698,1.6469999999999998,6.0,7.25,8.5,2.23,2.62,1.59,7115.219288253784,271161.242578125,818.2867892932892,4571.839370727539,1856582.8359375,2097.1153744506837,537363.0,0.6915099052609177,1.6104851081259548,5.992196783423424,7.27879273891449,8.503130078082904,2.2382207061350345,2.650499268323183,1.7643343210220337
551,7290.69,258607.6,839.35,4642.0,2081735.0,2053.99,688547.0,0.6988,1.645,6.0,7.25,8.5,2.23,2.62,1.59,7337.060295257568,274251.43515625,840.3236084365844,4735.73793258667,2334682.8203125,2151.093103179932,661615.375,0.697690095835831,1.6466953924419356,5.991605952382088,7.32052481174469,8.50101001560688,2.25599286288023,2.7000869017839433,1.6932834386825562
552,7357.23,180029.4,847.21,4677.5,2081735.0,2064.36,652078.0,0.6994,1.6407,6.0,7.25,8.5,2.23,2.62,1.59,7328.269410552978,271584.9837890625,843.190348482132,4677.803375244141,2088880.7690429688,2085.68386100769,651309.1875,0.6981715829914436,1.6423936669994146,5.977974817156792,7.292560815811157,8.519864961504936,2.274705878943205,2.670587844103575,1.5946743488311768
553,7269.66,221122.8,840.11,4557.1,1793738.0,2047.89,532802.0,0.6989,1.6332,6.0,7.25,8.5,2.3,2.94,1.68,7375.198332290649,199322.728125,848.4285059785843,4695.3484897613525,2042961.22265625,2077.2410052871705,628396.125,0.6992156293877401,1.638747890025191,5.965303018689156,7.244541823863983,8.490470305085182,2.247658157274127,2.5986046985536815,1.5834062099456787
554,7575.83,241106.9,869.57,4724.8,1720441.0,1993.49,458585.0,0.7047,1.6380000000000001,6.0,7.5,8.5,2.3,2.94,1.68,7266.273930940628,215079.66083984374,840.4350237107277,4555.263931369782,1866685.671875,2032.3814045333863,542503.375,0.6988386130584753,1.6267705121606588,5.962575361132622,7.230276644229889,8.484485001303256,2.2937207656912504,2.9004827873408794,1.6211929321289062
555,7718.71,277024.0,889.06,4657.0,1799658.0,1985.14,472376.0,0.7015,1.6383,6.0,7.5,8.5,2.3,2.94,1.68,7588.00972946167,246039.81796875,870.0562720370293,4733.402876663208,1826453.21875,2011.2276289367676,534750.0,0.705272441960685,1.6352448193002493,6.012994408607483,7.546192765235901,8.506521343719214,2.3095225386321543,2.977961959838867,1.7260231971740723
556,7689.98,300650.6,888.99,4640.0,2184141.0,2023.86,575820.0,0.7006,1.6633,6.0,7.5,8.5,2.3,2.94,1.68,7749.9344148254395,276009.1577758789,891.8806765651702,4683.535892486572,1943285.578125,2013.2820783996583,465955.0625,0.7023338959305547,1.64172615833506,5.98801477253437,7.564254641532898,8.504591435194016,2.3095878494903443,2.9558496852964162,1.7552990913391113
557,7795.38,241415.2,904.03,4751.4,1620898.0,1968.91,436072.0,0.6993,1.6755,6.0,7.5,8.5,2.23,3.35,2.06,7735.429520111084,297967.61635742185,893.6237399482727,4680.771617889404,2199319.8583984375,2053.00422416687,497113.75,0.7009345563309267,1.667544598094374,5.959115907549858,7.529085755348206,8.478323938325047,2.3190699398517607,2.9735988998413085,1.6356559991836548
558,7842.43,208284.4,907.54,4762.4,2089760.0,1982.97,729138.0,0.6949,1.6885,6.0,7.5,8.5,2.23,3.35,2.06,7818.218914871216,252806.6638671875,905.6524708557129,4775.106966400146,1704386.4765625,1990.9798356628419,415727.34375,0.7000325075566769,1.6788842879347503,5.981715679168701,7.475594639778137,8.478635089471936,2.236044832058251,3.3104440703988076,1.7142632007598877
559,8038.88,288862.4,936.59,4964.2,2139957.0,1917.89,606326.0,0.6906,1.6787,6.0,7.75,8.5,2.23,3.35,2.06,7850.703347854615,223186.706640625,908.0181718552112,4772.354999923706,2063428.798828125,1991.2112719726563,668458.1875,0.6950421864435542,1.691730423433706,5.979134872555733,7.485671699047089,8.502610519295558,2.2213491951301694,3.333713150024414,1.8367506265640259
560,8088.36,349271.9,936.56,4874.5,2482056.0,1974.69,790469.0,0.6811,1.6795,6.0,7.75,8.5,2.23,3.35,2.06,8050.588336830139,296287.4317382813,937.2356276774407,4982.843186569214,2189279.8359375,1944.9258676910401,649908.6875,0.6905890212775426,1.6776353227429093,6.0007424503564835,7.780542254447937,8.523419676348567,2.2229207460954785,3.397555923461914,1.9962739944458008
561,8254.89,265837.3,952.29,4927.3,1703952.0,1966.41,1002162.0,0.6828,1.629,6.0,7.75,8.5,2.23,3.35,2.06,8109.139586791992,338989.5484375,938.5901005840301,4902.578079223633,2422125.0546875,2003.5224947357178,753770.8125,0.6818450446719304,1.6909908693358302,5.991501346230507,7.779077649116516,8.495593503117561,2.2394516715034842,3.3928049080073834,2.007829427719116
562,8259.31,238686.9,960.32,5026.2,1865925.0,1958.62,652913.0,0.6796,1.6022,6.0,7.75,8.5,2.23,3.53,2.33,8278.644093170165,269670.1515625,954.5189400100708,4958.9586742401125,1840175.640625,1988.7139264678956,878284.5,0.6821351204902865,1.6264838739726692,5.943136051297188,7.7270694971084595,8.484757871367037,2.217901342101395,3.2940322890877725,1.9818331003189087
563,7928.32,311358.6,922.02,5003.6,2153911.0,1875.38,675693.0,0.6642,1.5835,6.0,8.0,8.5,2.23,3.53,2.33,8263.873408851623,251130.460546875,960.6368081939221,5033.564948749542,1926075.4765625,1961.0951422405242,679681.625,0.6788411145358346,1.5930481081947685,5.947511777281761,7.7230857610702515,8.472299726679921,2.1897992822527885,3.457685163915157,2.064523458480835
564,8021.23,294172.0,939.35,4958.4,1604724.0,1943.92,808827.0,0.6642,1.5935,6.0,8.0,8.5,2.23,3.53,2.33,7910.071947402954,299709.656640625,922.0510532525182,4980.658471679688,2092188.12109375,1837.1630314636232,661029.4375,0.6629495868699625,1.574131015971303,5.963886886835098,7.940937757492065,8.501504748943262,2.2069514817744493,3.491013030260801,2.04384183883667
565,7787.33,235525.4,913.7,4906.9,1604724.0,1915.96,640640.0,0.6631,1.6135,6.0,8.0,8.5,2.23,3.53,2.33,8006.865746955871,282185.4609375,938.2148182153702,4945.111192131042,1600542.6118164062,1929.4927577209473,815340.4375,0.6649283568265848,1.5969856433048844,6.03482811152935,7.965025305747986,8.500272139906883,2.236311065517366,3.5079220577329395,2.298060178756714
566,7894.64,201019.0,927.86,4976.9,1678965.0,1820.18,1329786.0,0.6595,1.5855,6.0,8.0,8.5,2.15,3.58,2.43,7781.8447647857665,231795.85166015624,914.4786381840706,4887.2650379180905,1634879.947265625,1887.5925092315674,642240.1875,0.6641352416429669,1.6177148954235017,6.009402707219124,7.91903954744339,8.505639522802085,2.227900926042348,3.482210236340761,2.2626452445983887
567,7719.28,252311.9,919.03,4905.2,1353070.0,1944.63,1761125.0,0.6637,1.5866,6.0,8.0,8.5,2.15,3.58,2.43,7885.166730537415,205220.29736328125,926.5413613176346,4965.923743629455,1703292.8359375,1802.5487534332276,1138307.625,0.6587183828726411,1.576964665159583,5.952303618192673,7.924337089061737,8.479048253968358,2.100867600739002,3.5218529495596886,2.2472758293151855
568,7886.44,324456.4,943.0,5013.1,1508575.0,1910.24,700406.0,0.659,1.6015,6.0,8.0,8.5,2.15,3.58,2.43,7710.125170021057,231711.8609375,918.2332478451729,4897.095324707031,1346302.0625,1926.8807457733155,1702957.25,0.6632782357291318,1.5825418517537415,6.013694688677788,7.95630419254303,8.511712341569364,2.1285044342279433,3.598275832757354,2.353088140487671
569,7906.71,322410.8,944.48,5077.2,1785861.0,1900.51,896063.0,0.6616,1.6138,6.0,8.0,8.5,2.15,3.58,2.43,7919.946118774414,323044.978125,946.2523078918457,5028.878098106385,1589475.0546875,1932.9830896759033,881316.75,0.6602258533388377,1.5977260576430707,6.029173791408539,8.005650281906128,8.499617293506162,2.1662971820682286,3.572475891020149,2.475320816040039
570,8015.5,258314.8,955.41,5317.1,2322030.0,1941.74,709699.0,0.6519,1.6154,6.0,8.0,8.5,2.08,3.71,2.52,7953.305443725586,326731.9845703125,949.0303263473511,5097.0153591156,1865149.390625,1928.0885465240478,927566.0,0.663159168449603,1.6193653871968388,6.026728063821793,7.9836618304252625,8.526966569945216,2.1738611567765473,3.593735962100327,2.4758336544036865
571,8095.06,285736.5,973.84,5262.1,1802505.0,1882.03,764499.0,0.6421,1.6219999999999999,6.0,8.0,8.5,2.08,3.71,2.52,8053.0295753479,282161.399609375,958.2275728321075,5348.558124160767,2219549.296875,1982.812681427002,741925.5,0.6525138694589027,1.6229020007789134,6.000342056155205,7.975519597530365,8.514520837925375,2.086070636212826,3.6995092006772756,2.3635544776916504
572,8057.98,222467.5,965.72,5263.7,1743132.0,1855.03,665060.0,0.6459999999999999,1.6233,6.0,8.0,8.5,2.08,3.71,2.52,8087.4655509567265,299546.3662109375,972.6935881042481,5270.178179359436,1731028.453125,1896.1505396652221,748972.125,0.6419557256913045,1.624358630299568,6.003240406513214,7.992882668972015,8.497212156886235,2.0742503133788706,3.68040138207376,2.3964712619781494
573,8034.65,368754.9,968.49,5148.8,1577651.0,1731.68,795255.0,0.6294,1.6318,6.0,8.0,8.5,2.08,3.71,2.52,8054.949822406768,234414.7412109375,966.0205554378033,5271.193249416351,1728634.796875,1850.0812471199035,607873.375,0.6453005884462035,1.618105219117552,5.958570823073387,7.955335795879364,8.476599412038922,2.0521439722925425,3.6511224350333213,2.3486406803131104
574,7506.67,526225.9,919.16,4871.8,2080760.0,1541.39,1142100.0,0.6337,1.672,6.0,8.0,8.5,2.08,3.71,2.52,8027.217892074585,336848.472265625,968.7319511377812,5144.934515762329,1703408.46875,1713.8065735626221,658517.0625,0.6301406442309729,1.6327346703300252,5.959810525178909,7.922881782054901,8.457158673554659,2.0435019749403,3.6463365173339843,2.3422765731811523
575,7692.57,327807.4,942.76,4908.3,1618972.0,1700.02,1142100.0,0.6355,1.6815,6.0,8.0,8.5,1.83,3.7,2.33,7515.960578842163,452436.9546875,921.8725537395477,4859.909664916992,2045393.71484375,1498.9040495300294,913334.75,0.6362143222883344,1.6879673076122998,6.005601868033409,7.891229629516602,8.490666508674622,2.1040443740040065,3.7336583705991506,2.3560221195220947
